weather,time,companion,mood,spot,isHeavy,isBitter,isStrong,isBurning,taste,place,pairing,reviewerId,reviewedDrinkId
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,160
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,161
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,162
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,163
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,164
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,165
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,166
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,167
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,168
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,169
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,170
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,171
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,172
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,173
Sunny,Dawn,Alone,Romantic,1,3,3,3,3,Austere,,AppetizersSnacks,1,174
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,175
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,176
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,177
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,178
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,179
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,180
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,181
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,AppetizersSnacks,1,182
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,183
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,184
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,185
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,186
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,187
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,188
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Austere,,Pasta,1,189
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,190
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,191
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,192
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,193
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,194
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,195
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,196
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,197
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,198
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,199
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,200
Sunny,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,201
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,202
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,203
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,204
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,205
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,206
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,207
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,208
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,209
Cloudy,Dawn,Alone,Romantic,1,4,4,4,4,Chilli,,Pasta,1,210
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,211
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,212
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,213
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,214
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,215
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,216
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,217
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,218
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,219
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,220
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,221
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,222
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,223
Cloudy,Dawn,Alone,Crazy,1,4,4,4,4,Chilli,,Pasta,1,224
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,225
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,226
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,227
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,228
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,229
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,230
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,231
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,232
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,233
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,234
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,235
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,236
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,237
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,238
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,239
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,240
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,241
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,242
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,243
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,244
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,245
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,246
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,247
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,248
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,249
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,250
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,251
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,252
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,253
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,254
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,255
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,256
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,257
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,258
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,259
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,260
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,261
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,262
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,263
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,264
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,265
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,266
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,267
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,268
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,269
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,270
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,271
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,272
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,273
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Chilli,,Pasta,1,274
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,275
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,276
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,277
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,278
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,279
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,280
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,281
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,282
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,283
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,284
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,285
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,286
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,287
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,288
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,289
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,290
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,291
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,292
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,293
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,294
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,295
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,296
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,297
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,298
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,299
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,300
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,301
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,302
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,303
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,304
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,305
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,306
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,307
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,308
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,309
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,310
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,311
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,312
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,313
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,314
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,315
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,316
Cloudy,Dawn,Alone,Crazy,1,5,5,5,5,Unknown,,Pasta,1,317
